0,1,2,3,4
Перец,Напитки,,,
Яйца,Напитки,,,
Лук,Рыба,Морковь,,
Сахар,Чай,Консервы,Бакалея,
Бакалея,Перец,Хлеб,Перец,Консервы
Томаты,Яйца,Сладости,,
Говядина,Яйца,Сок,,
Яйца,Консервы,,,
Лук,Соль,Рыба,Томаты,Мясо
Курица,Картошка,Соль,Мука,Молоко
Яблоки,Молоко,,,
Мука,Хлеб,Говядина,,
Сахар,Бананы,Рыба,Бакалея,Морковь
Масло,Сахар,Кофе,,
Яйца,Яйца,Огурцы,Яблоки,Яблоки
Томаты,Картошка,Яйца,,
Консервы,Овощи,,,
Напитки,Яблоки,,,
Бананы,Соль,Сладости,,
Картошка,Томаты,Томаты,,
Яйца,Лук,,,
Морковь,Соль,,,
Хлеб,Картошка,Масло,Напитки,Мука
Овощи,Яйца,Сыр,Сыр,Хлеб
Чай,Кофе,,,
Картошка,Мясо,Огурцы,Хлеб,
Чай,Сахар,,,
Сахар,Яйца,,,
Напитки,Фрукты,Сладости,,
Масло,Мука,,,
Молоко,Консервы,,,
Картошка,Рыба,,,
Томаты,Лук,,,
Бананы,Консервы,Бананы,Напитки,
Картошка,Фрукты,,,
Фрукты,Лук,Морковь,Говядина,
Кофе,Яйца,,,
Лук,Консервы,Рыба,Курица,Томаты
Кофе,Перец,Томаты,Томаты,Рыба
Чай,Томаты,,,
Сыр,Сахар,Курица,Яблоки,Мясо
Сок,Напитки,Рыба,Напитки,Соль
Огурцы,Сахар,Яблоки,Мука,
Сок,Перец,Соль,Морковь,Перец
Яйца,Яйца,Хлеб,,
Масло,Лук,,,
Морковь,Огурцы,Консервы,Курица,Соль
Перец,Говядина,Сыр,Бакалея,Бананы
Картошка,Сок,Томаты,Яйца,
Соль,Рыба,Лук,Яблоки,
Хлеб,Рыба,Рыба,,
Масло,Мука,,,
Чай,Консервы,,,
Овощи,Масло,Говядина,,
Рыба,Бананы,Бананы,Хлеб,Фрукты
Молоко,Напитки,Консервы,Чай,
Кофе,Мясо,Кофе,,
Лук,Перец,Фрукты,Бакалея,Огурцы
Сыр,Напитки,Мука,Огурцы,Огурцы
Перец,Огурцы,Бакалея,Соль,Картошка
Чай,Сахар,Сладости,,
Масло,Молоко,Яйца,Картошка,Чай
Картошка,Огурцы,Сахар,,
Масло,Напитки,Сыр,Масло,
Бакалея,Овощи,Фрукты,Сок,
Масло,Масло,Сыр,Огурцы,
Бананы,Бананы,Молоко,Консервы,
Яблоки,Яблоки,,,
Бакалея,Картошка,,,
Курица,Сахар,Овощи,,
Говядина,Соль,Яйца,Бананы,
Рыба,Рыба,Рыба,Сыр,
Лук,Сыр,Лук,Мясо,Перец
Овощи,Томаты,Мука,,
Курица,Напитки,Мясо,,
Сахар,Кофе,Сладости,Курица,
Курица,Перец,,,
Мука,Масло,Хлеб,Напитки,
Морковь,Говядина,,,
Мука,Напитки,,,
Яблоки,Говядина,,,
Огурцы,Яблоки,,,
Напитки,Сок,Масло,,
Овощи,Напитки,Сок,Консервы,Огурцы
Яйца,Чай,Хлеб,,
Соль,Сахар,,,
Морковь,Курица,Сладости,Мясо,
Масло,Хлеб,Фрукты,,
Фрукты,Сладости,Мука,Огурцы,Огурцы
Напитки,Фрукты,,,
Морковь,Мясо,,,
Напитки,Масло,,,
Консервы,Бананы,,,
Сладости,Мясо,Курица,Сок,
Сыр,Рыба,Картошка,,
Молоко,Масло,Мука,Хлеб,
Сыр,Курица,Томаты,Сок,
Томаты,Морковь,Соль,Молоко,Томаты
Говядина,Сладости,Рыба,Говядина,
Чай,Говядина,Напитки,Чай,
Говядина,Чай,Напитки,Лук,
Яйца,Чай,,,
Мясо,Напитки,Чай,Овощи,
Хлеб,Бананы,Хлеб,Напитки,
Рыба,Мясо,Яйца,Яйца,Масло
Перец,Яйца,Сыр,,
Кофе,Бананы,Сыр,,
Говядина,Сыр,Фрукты,,
Сахар,Лук,Бананы,Лук,Сыр
Мясо,Хлеб,Чай,Масло,
Бакалея,Морковь,Яблоки,,
Бананы,Молоко,Сахар,,
Морковь,Кофе,Хлеб,,
Яйца,Картошка,Фрукты,Перец,
Кофе,Сыр,Напитки,,
Говядина,Морковь,,,
Кофе,Мясо,Бакалея,,
Говядина,Масло,Кофе,,
Яйца,Масло,Мука,Яблоки,
Хлеб,Картошка,,,
Бакалея,Мука,Мука,,
Сладости,Бананы,Чай,Чай,
Лук,Бакалея,Сок,Соль,Фрукты
Сладости,Фрукты,Молоко,Рыба,
Мука,Сыр,Молоко,Консервы,Бакалея
Курица,Морковь,Соль,Сладости,
Курица,Сладости,Рыба,,
Овощи,Соль,Соль,Бакалея,Сладости
Фрукты,Бакалея,Томаты,Мясо,Консервы
Огурцы,Хлеб,Курица,Рыба,
Сладости,Яблоки,Картошка,Картошка,Бакалея
Хлеб,Сладости,,,
Сок,Напитки,Сыр,Чай,Соль
Фрукты,Сладости,Томаты,Сыр,Масло
Овощи,Сыр,Томаты,Рыба,Курица
Картошка,Сыр,Курица,Лук,Сахар
Мука,Картошка,Фрукты,Говядина,Огурцы
Молоко,Чай,Сладости,,
Томаты,Яйца,Консервы,,
Морковь,Перец,Огурцы,Фрукты,
Перец,Морковь,Фрукты,Напитки,
Мясо,Сладости,,,
Консервы,Рыба,Консервы,Перец,Кофе
Мясо,Рыба,Сыр,,
Бананы,Соль,,,
Масло,Морковь,Кофе,,
Картошка,Консервы,Масло,Яйца,
Напитки,Лук,,,
Кофе,Молоко,Сок,Огурцы,
Бананы,Рыба,Курица,Молоко,Хлеб
Лук,Консервы,Яблоки,Кофе,
Бананы,Говядина,,,
Консервы,Огурцы,Бакалея,Кофе,
Огурцы,Сок,Бананы,Мука,Говядина
Сыр,Яблоки,,,
Хлеб,Бананы,Чай,Мука,Томаты
Овощи,Консервы,Молоко,Чай,
Сахар,Яблоки,,,
Хлеб,Мука,Чай,,
Фрукты,Яблоки,Морковь,Сок,Яйца
Бананы,Чай,Картошка,Молоко,
Мука,Рыба,Хлеб,Молоко,
Лук,Овощи,Картошка,,
Хлеб,Напитки,Яйца,Сладости,Мука
Сок,Консервы,Сахар,Лук,
Картошка,Перец,,,
Соль,Огурцы,Соль,Морковь,
Кофе,Бананы,Мука,Говядина,Консервы
Рыба,Томаты,Соль,Перец,
Сыр,Напитки,Бананы,Сладости,
Хлеб,Морковь,Яблоки,Говядина,Сок
Яйца,Фрукты,,,
Чай,Морковь,Огурцы,Лук,
Яйца,Курица,Рыба,Хлеб,
Масло,Сладости,Морковь,Бананы,
Масло,Консервы,Молоко,,
Рыба,Бакалея,,,
Молоко,Соль,Сахар,Овощи,Курица
Говядина,Овощи,Бананы,,
Сладости,Бананы,Рыба,Морковь,Картошка
Сыр,Масло,Яблоки,Мука,Чай
Сладости,Соль,Сладости,Молоко,
Кофе,Сок,Консервы,,
Молоко,Фрукты,Мясо,,
Фрукты,Бакалея,Лук,Консервы,
Бакалея,Яйца,Масло,Сахар,
Огурцы,Овощи,,,
Говядина,Фрукты,Морковь,Чай,Масло
Консервы,Молоко,Напитки,,
Картошка,Говядина,,,
Мука,Картошка,Мясо,Яблоки,Фрукты
Томаты,Курица,Масло,,
Сок,Морковь,,,
Огурцы,Соль,Говядина,Мясо,
Хлеб,Сахар,Сок,Томаты,
Бананы,Морковь,Бакалея,Консервы,
Консервы,Масло,Сахар,Хлеб,
Сладости,Сок,,,
Овощи,Курица,Хлеб,Картошка,
Огурцы,Яблоки,,,
Морковь,Сыр,,,
Фрукты,Молоко,Перец,Хлеб,Овощи
Картошка,Курица,,,
Чай,Хлеб,Напитки,,
Хлеб,Сыр,Бакалея,Томаты,
Бакалея,Кофе,Кофе,,
Огурцы,Сыр,Фрукты,Сыр,Бананы
Морковь,Хлеб,Хлеб,,
Курица,Фрукты,Масло,,
Бананы,Напитки,,,
Мясо,Огурцы,Фрукты,Курица,Курица
Фрукты,Молоко,Бакалея,Картошка,Яйца
Яйца,Сладости,Сок,Сладости,
Огурцы,Напитки,Лук,Морковь,
Яблоки,Чай,,,
Напитки,Молоко,Кофе,,
Сыр,Мука,Картошка,,
Сок,Сок,Сыр,,
Чай,Чай,Бананы,Мука,Яблоки
Сахар,Мясо,Перец,Говядина,Перец
Кофе,Бананы,,,
Кофе,Томаты,Напитки,Сыр,Говядина
Мука,Курица,,,
Чай,Бакалея,Мясо,,
Морковь,Яйца,Бакалея,,
Хлеб,Консервы,Мясо,,
Бананы,Сок,Консервы,Хлеб,Огурцы
Картошка,Бананы,Говядина,Сыр,Хлеб
Сахар,Консервы,Бакалея,,
Бананы,Мясо,Сладости,Масло,Бананы
Соль,Говядина,Сыр,Сыр,Хлеб
Рыба,Молоко,Хлеб,Сладости,Консервы
Напитки,Лук,,,
Масло,Мясо,Рыба,Яблоки,Мясо
Овощи,Томаты,Томаты,,
Соль,Овощи,Фрукты,Бакалея,Сыр
Молоко,Консервы,Говядина,Чай,Консервы
Яблоки,Говядина,Томаты,Кофе,Кофе
Овощи,Фрукты,,,
Овощи,Бананы,,,
Фрукты,Бакалея,Бакалея,Консервы,
Яблоки,Бакалея,Соль,Сахар,Лук
Молоко,Сок,,,
Томаты,Бакалея,Мука,Говядина,
Яблоки,Овощи,Мука,Чай,Лук
Лук,Рыба,Мясо,Овощи,Мясо
Кофе,Бананы,Сыр,Говядина,
Огурцы,Овощи,,,
Кофе,Молоко,Сыр,Чай,
Мясо,Яблоки,,,
Фрукты,Мясо,,,
Курица,Овощи,Напитки,,
Молоко,Напитки,,,
Мука,Кофе,Консервы,Бакалея,Чай
Томаты,Огурцы,Рыба,Сыр,Соль
Бакалея,Фрукты,Бананы,Сыр,Напитки
Яйца,Морковь,,,
Фрукты,Сыр,Сок,,
Кофе,Чай,Говядина,Картошка,
Сладости,Яйца,Бакалея,Лук,Хлеб
Перец,Масло,Напитки,,
Лук,Огурцы,Напитки,Яблоки,
Курица,Яйца,Лук,Томаты,
Лук,Бакалея,Лук,Говядина,Рыба
Томаты,Мука,Сладости,,
Бананы,Масло,,,
Сладости,Томаты,Сахар,,
Сыр,Соль,Кофе,Мука,
Рыба,Перец,Фрукты,Кофе,Кофе
Сладости,Яблоки,Овощи,Напитки,Говядина
Яблоки,Огурцы,,,
Картошка,Лук,Бакалея,,
Курица,Рыба,Говядина,,
Сахар,Говядина,Бананы,Картошка,Мука
Мясо,Кофе,Соль,Сок,Говядина
Молоко,Сладости,Соль,Напитки,
Бакалея,Сыр,Кофе,Консервы,
Соль,Чай,Хлеб,,
Сок,Сахар,,,
Курица,Консервы,Молоко,Томаты,Курица
Сыр,Бакалея,Перец,,
Мясо,Масло,Томаты,Сладости,Овощи
